Order ID,Product Name,Category,Price (INR),Quantity Sold,Total Sales (INR),Order Date,Payment Method,Customer Rating
ORD00615,Educational Book,Books,24444.89,3,73334.67,8/29/2024,Wallet,1.2
ORD00616,Dress,Clothing,8080.22,2,16160.44,3/7/2024,Debit Card,3.6
ORD00617,Lipstick,Beauty,27860.8,2,55721.6,7/14/2024,Credit Card,2.6
ORD00618,Fiction Novel,Books,30468.47,3,91405.41,6/27/2024,Credit Card,1.7
ORD00619,Lipstick,Beauty,7718.78,1,7718.78,12/28/2024,Debit Card,1.1
ORD00620,Face Cream,Beauty,34866.42,1,34866.42,12/18/2024,COD,3.6
ORD00621,Sneakers,Clothing,5369.5,1,5369.5,10/9/2024,COD,3.2
ORD00622,Perfume,Beauty,18338.76,5,91693.8,2/15/2024,Wallet,4
ORD00623,Headphones,Electronics,48287.49,4,193149.96,11/28/2024,UPI,1.1
ORD00624,T-Shirt,Clothing,18161.01,4,72644.04,7/13/2024,Credit Card,2.3
ORD00625,Jeans,Clothing,21064.01,3,63192.03,7/14/2024,Net Banking,1.9
ORD00626,Fiction Novel,Books,8598.22,5,42991.1,2/7/2025,UPI,1.4
ORD00627,Smartwatch,Electronics,27897.4,2,55794.8,11/5/2024,COD,1.8
ORD00628,Lipstick,Beauty,3153.16,2,6306.32,8/27/2024,Net Banking,4.4
ORD00629,Headphones,Electronics,25634.9,1,25634.9,10/1/2024,Net Banking,4.3
ORD00630,Smartphone,Electronics,9427.83,3,28283.49,6/14/2024,Net Banking,4.2
ORD00631,Shampoo,Beauty,22564.13,1,22564.13,10/10/2024,Wallet,3.2
ORD00632,Sneakers,Clothing,47288.95,1,47288.95,1/10/2025,Wallet,3.1
ORD00633,Educational Book,Books,24537.79,3,73613.37,10/9/2024,Credit Card,1.6
ORD00634,Smartwatch,Electronics,22226.76,5,111133.8,6/15/2024,Debit Card,4.7
ORD00635,Hair Dryer,Beauty,14103.34,2,28206.68,6/23/2024,COD,1.6
ORD00636,Sofa Cover,Home & Kitchen,19376.32,1,19376.32,9/22/2024,UPI,4.5
ORD00637,Educational Book,Books,41619.15,1,41619.15,5/11/2024,Debit Card,4.9
ORD00638,Cookware Set,Home & Kitchen,14084.61,3,42253.83,9/15/2024,Wallet,4.9
ORD00639,Smartwatch,Electronics,25935.66,5,129678.3,12/23/2024,Debit Card,3.7
ORD00640,Smartwatch,Electronics,30657.64,5,153288.2,12/10/2024,Net Banking,4.8
ORD00641,Dress,Clothing,13596.18,3,40788.54,7/6/2024,Credit Card,2.9
ORD00642,Hair Dryer,Beauty,28379.75,5,141898.75,12/3/2024,COD,4.4
ORD00643,Dress,Clothing,12422.09,2,24844.18,4/5/2024,COD,3.4
ORD00644,Shampoo,Beauty,18747.94,1,18747.94,10/31/2024,Net Banking,2.2
ORD00645,Smartwatch,Electronics,35524.56,1,35524.56,8/8/2024,UPI,2
ORD00646,T-Shirt,Clothing,36454.63,1,36454.63,6/21/2024,UPI,4.3
ORD00647,Laptop,Electronics,23249.27,3,69747.81,9/28/2024,Credit Card,2.2
ORD00648,Shampoo,Beauty,48842.53,1,48842.53,5/12/2024,Net Banking,2.7
ORD00649,Tablet,Electronics,21881.01,1,21881.01,5/11/2024,Wallet,3.5
ORD00650,Educational Book,Books,38964.36,5,194821.8,10/29/2024,Wallet,3.9
ORD00651,Sofa Cover,Home & Kitchen,1435.38,4,5741.52,3/24/2024,UPI,2
ORD00652,Laptop,Electronics,2536.16,5,12680.8,5/18/2024,COD,1.8
ORD00653,Headphones,Electronics,21992.38,5,109961.9,7/28/2024,Debit Card,3.9
ORD00654,Lipstick,Beauty,20194.2,2,40388.4,10/16/2024,Debit Card,3.1
ORD00655,Jacket,Clothing,18789.81,3,56369.43,4/25/2024,Debit Card,2
ORD00656,Laptop,Electronics,33027.63,2,66055.26,8/31/2024,COD,1.5
ORD00657,Shampoo,Beauty,44953.24,5,224766.2,7/27/2024,Wallet,1.1
ORD00658,Jacket,Clothing,47047.23,5,235236.15,11/17/2024,Wallet,3
ORD00659,Headphones,Electronics,34358.78,3,103076.34,9/28/2024,Net Banking,2.4
ORD00660,Lipstick,Beauty,12779.59,5,63897.95,11/24/2024,Credit Card,2.8
ORD00661,Cookbook,Books,30878.47,5,154392.35,7/11/2024,UPI,2.5
ORD00662,Face Cream,Beauty,24227.24,1,24227.24,3/1/2024,Debit Card,2.7
ORD00663,Jeans,Clothing,15282.31,4,61129.24,6/17/2024,Net Banking,2.1
ORD00664,Lipstick,Beauty,46933.96,1,46933.96,6/3/2024,Debit Card,2.5
ORD00665,Perfume,Beauty,14622.12,1,14622.12,1/2/2025,Credit Card,4.9
ORD00666,Cookbook,Books,34830.28,4,139321.12,11/13/2024,Credit Card,2.9
ORD00667,Perfume,Beauty,43118.19,5,215590.95,1/17/2025,Net Banking,4
ORD00668,Cookbook,Books,29885.36,3,89656.08,5/4/2024,Debit Card,4.1
ORD00669,Educational Book,Books,7728.33,5,38641.65,6/28/2024,COD,3.9
ORD00670,Cookware Set,Home & Kitchen,36096.74,5,180483.7,1/22/2025,Net Banking,1.8
ORD00671,T-Shirt,Clothing,19275.66,4,77102.64,4/17/2024,Net Banking,1.8
ORD00672,Sofa Cover,Home & Kitchen,15387.59,4,61550.36,9/23/2024,Wallet,1
ORD00673,Smartphone,Electronics,23806.64,1,23806.64,3/2/2024,Debit Card,2.5
ORD00674,Hair Dryer,Beauty,28568.97,1,28568.97,7/2/2024,Debit Card,1
ORD00675,Laptop,Electronics,40753.52,1,40753.52,3/1/2024,Debit Card,4.2
ORD00676,Tablet,Electronics,38571.81,4,154287.24,3/16/2024,COD,1.2
ORD00677,Smartphone,Electronics,25161.91,5,125809.55,5/4/2024,Wallet,3.4
ORD00678,Perfume,Beauty,12124.19,3,36372.57,11/21/2024,Debit Card,4.7
ORD00679,Educational Book,Books,2013.64,3,6040.92,3/13/2024,UPI,3.8
ORD00680,Bedsheet,Home & Kitchen,6002.25,3,18006.75,10/4/2024,COD,3.5
ORD00681,Self-Help Book,Books,31332.42,4,125329.68,9/8/2024,Credit Card,1.4
ORD00682,Bedsheet,Home & Kitchen,17539.19,1,17539.19,7/7/2024,Wallet,3.9
ORD00683,Fiction Novel,Books,14865.47,2,29730.94,8/23/2024,UPI,1.6
ORD00684,Dress,Clothing,48130.6,5,240653,11/23/2024,UPI,4
ORD00685,Educational Book,Books,8970.27,3,26910.81,6/21/2024,COD,1.1
ORD00686,Headphones,Electronics,14359.73,2,28719.46,6/22/2024,UPI,4.4
ORD00687,Perfume,Beauty,17009.73,4,68038.92,11/12/2024,Debit Card,3.7
ORD00688,T-Shirt,Clothing,10385.24,2,20770.48,3/22/2024,UPI,4.7
ORD00689,Tablet,Electronics,28261.1,2,56522.2,1/26/2025,Wallet,4.3
ORD00690,Jeans,Clothing,23320.94,2,46641.88,5/2/2024,Wallet,3.2
ORD00691,T-Shirt,Clothing,16038,5,80190,12/20/2024,Credit Card,2.3
ORD00692,Sneakers,Clothing,43719.71,5,218598.55,11/12/2024,UPI,3.4
ORD00693,Cookbook,Books,19669.48,2,39338.96,5/17/2024,Wallet,2
ORD00694,Lipstick,Beauty,27396.01,1,27396.01,3/20/2024,COD,4.9
ORD00695,Jacket,Clothing,13763.17,5,68815.85,5/22/2024,Wallet,3.6
ORD00696,Cookware Set,Home & Kitchen,6421.63,2,12843.26,3/5/2024,Net Banking,1.5
ORD00697,Self-Help Book,Books,4617.2,4,18468.8,3/19/2024,UPI,3.8
ORD00698,T-Shirt,Clothing,6022.31,5,30111.55,8/9/2024,Credit Card,3.5
ORD00699,Face Cream,Beauty,38968.52,4,155874.08,11/4/2024,Net Banking,3.9
ORD00700,Laptop,Electronics,20435.34,5,102176.7,10/17/2024,Credit Card,3.8
ORD00701,Tablet,Electronics,25115.71,2,50231.42,8/18/2024,Wallet,2.5
ORD00702,Headphones,Electronics,36115.48,1,36115.48,4/13/2024,UPI,3
ORD00703,Table Lamp,Home & Kitchen,13372.74,2,26745.48,9/8/2024,Wallet,1.7
ORD00704,Educational Book,Books,32472.59,1,32472.59,3/27/2024,Wallet,1
ORD00705,Fiction Novel,Books,12097.46,5,60487.3,5/21/2024,COD,4.2
ORD00706,Cookbook,Books,34446.42,3,103339.26,2/27/2024,UPI,2.4
ORD00707,Educational Book,Books,13420.4,4,53681.6,12/26/2024,COD,4.7
ORD00708,Comic Book,Books,20686.94,3,62060.82,12/26/2024,Wallet,4.1
ORD00709,Headphones,Electronics,29418.33,2,58836.66,7/30/2024,COD,3.3
ORD00710,Self-Help Book,Books,6115.91,1,6115.91,5/14/2024,UPI,1.5
ORD00711,Self-Help Book,Books,33404.12,3,100212.36,8/21/2024,Debit Card,2.7
ORD00712,Jeans,Clothing,40046.19,2,80092.38,5/7/2024,UPI,1.2
ORD00713,Self-Help Book,Books,22709.95,2,45419.9,10/24/2024,Credit Card,4
ORD00714,Fiction Novel,Books,22315.58,1,22315.58,9/8/2024,UPI,2.6
ORD00715,Jeans,Clothing,47608.93,1,47608.93,2/25/2024,UPI,4.2
ORD00716,Jacket,Clothing,19846.64,1,19846.64,8/9/2024,Net Banking,3.3
ORD00717,Fiction Novel,Books,5975.89,3,17927.67,9/1/2024,UPI,4.8
ORD00718,Fiction Novel,Books,49409.89,4,197639.56,9/26/2024,Net Banking,4.1
ORD00719,Dress,Clothing,13885.05,5,69425.25,10/12/2024,Credit Card,3.5
ORD00720,Shampoo,Beauty,4080.78,3,12242.34,4/8/2024,Credit Card,4.9
ORD00721,Headphones,Electronics,27306.31,3,81918.93,3/18/2024,Credit Card,3.8
ORD00722,Cookware Set,Home & Kitchen,16580.24,5,82901.2,12/2/2024,Net Banking,4.6
ORD00723,Comic Book,Books,12798.83,4,51195.32,11/6/2024,UPI,5
ORD00724,Educational Book,Books,18574.12,1,18574.12,10/14/2024,Wallet,3.3
ORD00725,Cookware Set,Home & Kitchen,30836.98,4,123347.92,2/14/2024,Wallet,1.1
ORD00726,Sneakers,Clothing,48620.13,4,194480.52,7/21/2024,Debit Card,1.9
ORD00727,Cookbook,Books,16390.44,2,32780.88,8/12/2024,Credit Card,4.2
ORD00728,Face Cream,Beauty,18862.01,3,56586.03,12/10/2024,Wallet,3
ORD00729,Smartwatch,Electronics,11448.28,1,11448.28,8/4/2024,Net Banking,3.6
ORD00730,Hair Dryer,Beauty,24384.05,2,48768.1,7/26/2024,Debit Card,3
ORD00731,Perfume,Beauty,18179.43,1,18179.43,3/20/2024,Wallet,4.3
ORD00732,Cookware Set,Home & Kitchen,22430.51,1,22430.51,9/19/2024,Credit Card,4.5
ORD00733,Sofa Cover,Home & Kitchen,10241.78,2,20483.56,1/15/2025,Wallet,3.7
ORD00734,Dress,Clothing,17800.74,3,53402.22,11/5/2024,Wallet,2.9
ORD00735,Comic Book,Books,16174.96,5,80874.8,2/19/2024,Credit Card,4.9
ORD00736,Cookware Set,Home & Kitchen,2370.61,5,11853.05,6/8/2024,Debit Card,3.1
ORD00737,Hair Dryer,Beauty,139.85,3,419.55,9/14/2024,UPI,2
ORD00738,Smartwatch,Electronics,2519.18,1,2519.18,12/1/2024,Net Banking,2.4
ORD00739,Hair Dryer,Beauty,32626.32,4,130505.28,10/21/2024,UPI,2.9
ORD00740,Smartphone,Electronics,14636.55,3,43909.65,5/9/2024,Credit Card,3.6
ORD00741,Face Cream,Beauty,19549.44,5,97747.2,8/7/2024,Wallet,1.7
ORD00742,Headphones,Electronics,37195.73,2,74391.46,11/28/2024,UPI,2.7
ORD00743,Sofa Cover,Home & Kitchen,34821.93,3,104465.79,10/20/2024,Credit Card,4.4
ORD00744,Lipstick,Beauty,28630.92,4,114523.68,1/18/2025,Credit Card,4.2
ORD00745,T-Shirt,Clothing,25059.36,5,125296.8,3/7/2024,UPI,2.4
ORD00746,Sofa Cover,Home & Kitchen,47795.34,1,47795.34,12/13/2024,COD,2.3
ORD00747,Sneakers,Clothing,36918.2,4,147672.8,2/28/2024,Wallet,3.2
ORD00748,Lipstick,Beauty,3394.38,3,10183.14,6/26/2024,UPI,3.5
ORD00749,Smartphone,Electronics,11142.38,5,55711.9,8/7/2024,Credit Card,3.3
ORD00750,Cookware Set,Home & Kitchen,18602.85,5,93014.25,10/25/2024,UPI,4.3
ORD00751,Jacket,Clothing,13557.11,5,67785.55,5/25/2024,Net Banking,1.3
ORD00752,Mixer Grinder,Home & Kitchen,13559.18,1,13559.18,8/11/2024,Debit Card,1
ORD00753,Tablet,Electronics,41926.03,2,83852.06,2/1/2025,COD,3.6
ORD00754,Lipstick,Beauty,12930.46,4,51721.84,12/30/2024,Net Banking,1.9
ORD00755,Laptop,Electronics,37355.59,3,112066.77,7/8/2024,Wallet,1.7
ORD00756,Lipstick,Beauty,18385.32,5,91926.6,5/15/2024,UPI,3.8
ORD00757,Cookbook,Books,5299.58,4,21198.32,8/27/2024,Debit Card,2.8
ORD00758,Educational Book,Books,7649.41,4,30597.64,4/16/2024,UPI,1.6
ORD00759,Mixer Grinder,Home & Kitchen,36950.98,4,147803.92,10/7/2024,Debit Card,3
ORD00760,Comic Book,Books,2136.99,1,2136.99,9/7/2024,Net Banking,2.2
ORD00761,Sofa Cover,Home & Kitchen,19693.93,5,98469.65,4/13/2024,Wallet,1.9
ORD00762,Sofa Cover,Home & Kitchen,16179.61,2,32359.22,11/11/2024,Debit Card,2.7
ORD00763,Educational Book,Books,45910.23,4,183640.92,12/26/2024,Net Banking,1.6
ORD00764,Lipstick,Beauty,6685.9,2,13371.8,2/20/2024,Debit Card,2
ORD00765,Self-Help Book,Books,2258.89,3,6776.67,9/12/2024,Wallet,2
ORD00766,Educational Book,Books,25282.52,1,25282.52,9/6/2024,Credit Card,4.5
ORD00767,Shampoo,Beauty,11461.72,5,57308.6,11/6/2024,Debit Card,3
ORD00768,Shampoo,Beauty,17915.6,4,71662.4,8/28/2024,UPI,1.8
ORD00769,Lipstick,Beauty,22703.03,2,45406.06,5/6/2024,Net Banking,5
ORD00770,Headphones,Electronics,42210.82,2,84421.64,3/24/2024,Wallet,2.8
ORD00771,Sofa Cover,Home & Kitchen,7355.5,3,22066.5,1/27/2025,Net Banking,2
ORD00772,Table Lamp,Home & Kitchen,13879,1,13879,6/12/2024,COD,2.5
ORD00773,Sofa Cover,Home & Kitchen,42604.95,5,213024.75,7/11/2024,Net Banking,3
ORD00774,Smartwatch,Electronics,31265.89,1,31265.89,6/20/2024,UPI,4.9
ORD00775,Dress,Clothing,20020.83,5,100104.15,9/1/2024,Credit Card,1.8
ORD00776,Cookbook,Books,24680.19,3,74040.57,5/21/2024,COD,3.5
ORD00777,Lipstick,Beauty,22254.17,4,89016.68,4/14/2024,Debit Card,3.8
ORD00778,Fiction Novel,Books,4226.03,1,4226.03,9/7/2024,Debit Card,2.8
ORD00779,Bedsheet,Home & Kitchen,46315.8,3,138947.4,5/24/2024,Wallet,2.4
ORD00780,Smartwatch,Electronics,1320.32,3,3960.96,1/8/2025,Wallet,2
ORD00781,Cookbook,Books,9772.82,4,39091.28,11/4/2024,UPI,3.1
ORD00782,Comic Book,Books,47666.18,1,47666.18,2/12/2024,UPI,2.3
ORD00783,Jeans,Clothing,7673.62,2,15347.24,6/13/2024,COD,4.6
ORD00784,Sofa Cover,Home & Kitchen,41671.06,2,83342.12,2/1/2025,UPI,2.3
ORD00785,Table Lamp,Home & Kitchen,15793.43,5,78967.15,9/22/2024,Net Banking,1.3
ORD00786,Lipstick,Beauty,6767.81,1,6767.81,12/27/2024,COD,2.1
ORD00787,Lipstick,Beauty,1011.22,5,5056.1,11/5/2024,Net Banking,4.7
ORD00788,Headphones,Electronics,13371.25,4,53485,7/5/2024,Credit Card,1.6
ORD00789,Jeans,Clothing,28972.11,2,57944.22,8/1/2024,Credit Card,2.1
ORD00790,Perfume,Beauty,17212.34,1,17212.34,2/6/2025,COD,3.5
ORD00791,Educational Book,Books,48742,1,48742,9/16/2024,UPI,1.1
ORD00792,Smartphone,Electronics,19117.36,3,57352.08,2/8/2025,COD,1.6
ORD00793,Tablet,Electronics,847.39,5,4236.95,12/15/2024,Net Banking,4
ORD00794,Mixer Grinder,Home & Kitchen,14796.32,2,29592.64,11/29/2024,Wallet,1.2
ORD00795,Face Cream,Beauty,5238.33,3,15714.99,10/24/2024,Wallet,1.6
ORD00796,Mixer Grinder,Home & Kitchen,31430.94,5,157154.7,11/2/2024,Debit Card,4.6
ORD00797,Jeans,Clothing,27532.48,4,110129.92,4/9/2024,UPI,2.2
ORD00798,Jeans,Clothing,41121.95,3,123365.85,2/20/2024,COD,1.4
ORD00799,Laptop,Electronics,12944.89,2,25889.78,4/10/2024,COD,1.9
ORD00800,T-Shirt,Clothing,4729.04,5,23645.2,9/9/2024,COD,4
ORD00801,Lipstick,Beauty,31512.97,2,63025.94,12/18/2024,COD,2.1
ORD00802,Smartwatch,Electronics,46891.65,3,140674.95,11/8/2024,Net Banking,2.9
ORD00803,Dress,Clothing,34137.79,2,68275.58,9/23/2024,Net Banking,1.8
ORD00804,Table Lamp,Home & Kitchen,41000.91,4,164003.64,9/11/2024,UPI,4.5
ORD00805,Laptop,Electronics,7672.34,4,30689.36,4/10/2024,UPI,1.1
ORD00806,Educational Book,Books,25186.79,3,75560.37,2/22/2024,COD,3.8
ORD00807,Shampoo,Beauty,41285.25,1,41285.25,12/5/2024,COD,1.8
ORD00808,Shampoo,Beauty,30435.75,2,60871.5,4/9/2024,Credit Card,3.1
ORD00809,Laptop,Electronics,45786.56,5,228932.8,12/22/2024,Wallet,1.4
ORD00810,Fiction Novel,Books,26700.19,3,80100.57,3/26/2024,COD,1.5
ORD00811,Sneakers,Clothing,27367.02,3,82101.06,7/3/2024,Wallet,1.4
ORD00812,Tablet,Electronics,17213.3,3,51639.9,4/21/2024,Net Banking,1.7
ORD00813,Mixer Grinder,Home & Kitchen,4084.62,5,20423.1,2/26/2024,UPI,4.3
ORD00814,Table Lamp,Home & Kitchen,9213.55,4,36854.2,7/17/2024,COD,2.5
ORD00815,T-Shirt,Clothing,6114.55,4,24458.2,8/27/2024,Debit Card,3.7
ORD00816,Comic Book,Books,21670.52,4,86682.08,4/9/2024,COD,4.6
ORD00817,Face Cream,Beauty,37528.53,4,150114.12,1/21/2025,UPI,1.6
ORD00818,Smartphone,Electronics,46526.93,5,232634.65,12/20/2024,Net Banking,2.2
ORD00819,Self-Help Book,Books,4042.56,2,8085.12,3/14/2024,Debit Card,3.7
ORD00820,Cookware Set,Home & Kitchen,35777.51,1,35777.51,12/23/2024,Net Banking,3.2
ORD00821,Bedsheet,Home & Kitchen,4160.52,2,8321.04,12/6/2024,Net Banking,3.8
ORD00822,Laptop,Electronics,20754.92,3,62264.76,8/10/2024,Debit Card,1.9
ORD00823,Comic Book,Books,34460.43,2,68920.86,3/6/2024,COD,4.6
ORD00824,Table Lamp,Home & Kitchen,22835.78,5,114178.9,2/22/2024,Wallet,4.1
ORD00825,Shampoo,Beauty,5361.18,2,10722.36,10/16/2024,Net Banking,3
ORD00826,Jacket,Clothing,41996.61,2,83993.22,11/20/2024,COD,2.1
ORD00827,Perfume,Beauty,43606.83,4,174427.32,4/11/2024,Debit Card,3.6
ORD00828,Smartwatch,Electronics,14290.07,5,71450.35,12/12/2024,Debit Card,2.3
ORD00829,Laptop,Electronics,32760.67,3,98282.01,6/26/2024,Net Banking,1
ORD00830,Comic Book,Books,26403.73,1,26403.73,11/8/2024,Debit Card,3.3
ORD00831,Hair Dryer,Beauty,34069.64,1,34069.64,11/14/2024,Wallet,3
ORD00832,Table Lamp,Home & Kitchen,47284.54,5,236422.7,3/1/2024,Net Banking,2.4
ORD00833,Smartwatch,Electronics,28678.88,4,114715.52,10/17/2024,Net Banking,3.7
ORD00834,Face Cream,Beauty,44918.35,5,224591.75,7/23/2024,Wallet,4.4
ORD00835,Hair Dryer,Beauty,31727.37,1,31727.37,11/11/2024,Debit Card,1.7
ORD00836,Bedsheet,Home & Kitchen,10766.58,3,32299.74,4/5/2024,Credit Card,4.2
ORD00837,Lipstick,Beauty,25288.2,4,101152.8,8/15/2024,Debit Card,4.8
ORD00838,Laptop,Electronics,35506.5,5,177532.5,5/26/2024,UPI,4.5
ORD00839,Fiction Novel,Books,7682.98,4,30731.92,8/15/2024,COD,4.8
ORD00840,Smartphone,Electronics,32664.01,2,65328.02,3/22/2024,Net Banking,2.5
ORD00841,Table Lamp,Home & Kitchen,14359.56,3,43078.68,7/9/2024,Debit Card,2.3
ORD00842,Sneakers,Clothing,3632.93,5,18164.65,8/24/2024,Credit Card,2.1
ORD00843,Mixer Grinder,Home & Kitchen,30519.71,1,30519.71,2/13/2024,Net Banking,3.2
ORD00844,Sofa Cover,Home & Kitchen,999.54,3,2998.62,1/3/2025,Debit Card,3.2
ORD00845,Mixer Grinder,Home & Kitchen,15481.49,3,46444.47,5/20/2024,Wallet,2.1
ORD00846,Table Lamp,Home & Kitchen,33814.72,2,67629.44,10/9/2024,Net Banking,1.3
ORD00847,Table Lamp,Home & Kitchen,13559.39,3,40678.17,9/15/2024,Net Banking,3.6
ORD00848,T-Shirt,Clothing,18461.51,3,55384.53,9/14/2024,COD,4.4
ORD00849,Smartphone,Electronics,22868.39,4,91473.56,6/3/2024,Debit Card,1.3
ORD00850,Sofa Cover,Home & Kitchen,17795.7,2,35591.4,6/15/2024,COD,4.2
ORD00851,Perfume,Beauty,20095.19,4,80380.76,1/13/2025,Credit Card,2.7
ORD00852,Cookware Set,Home & Kitchen,13998.81,2,27997.62,7/13/2024,Net Banking,2.7
ORD00853,Mixer Grinder,Home & Kitchen,787.27,3,2361.81,4/6/2024,UPI,2.1
ORD00854,Laptop,Electronics,47363.2,3,142089.6,11/12/2024,Credit Card,3.3
ORD00855,Sneakers,Clothing,9655.03,4,38620.12,11/16/2024,Credit Card,1.5
ORD00856,Cookware Set,Home & Kitchen,24151.49,1,24151.49,10/2/2024,UPI,4.8
ORD00857,Comic Book,Books,3697.32,4,14789.28,2/27/2024,UPI,1.3
ORD00858,Educational Book,Books,43840.04,5,219200.2,12/12/2024,Credit Card,3
ORD00859,Sofa Cover,Home & Kitchen,6494.62,5,32473.1,9/4/2024,UPI,2.6
ORD00860,Educational Book,Books,7761.67,1,7761.67,2/3/2025,UPI,4.8
ORD00861,Hair Dryer,Beauty,43300.52,4,173202.08,10/23/2024,COD,1.1
ORD00862,Sofa Cover,Home & Kitchen,36583.04,4,146332.16,4/18/2024,COD,2
ORD00863,Smartwatch,Electronics,43298.08,3,129894.24,7/28/2024,UPI,1.6
ORD00864,Self-Help Book,Books,47427.3,5,237136.5,3/29/2024,Wallet,4
ORD00865,Smartphone,Electronics,32950.95,5,164754.75,7/26/2024,Net Banking,2.2
ORD00866,Face Cream,Beauty,14064.35,2,28128.7,4/19/2024,Net Banking,2.9
ORD00867,Lipstick,Beauty,49911.75,3,149735.25,5/18/2024,Wallet,3.1
ORD00868,Headphones,Electronics,40986.82,3,122960.46,1/22/2025,COD,3.5
ORD00869,Sofa Cover,Home & Kitchen,32863.88,4,131455.52,3/15/2024,Wallet,4.9
ORD00870,Perfume,Beauty,37424.59,4,149698.36,8/1/2024,Net Banking,1.2
ORD00871,Table Lamp,Home & Kitchen,36930.76,2,73861.52,5/15/2024,Debit Card,1.9
ORD00872,Cookbook,Books,40379.73,1,40379.73,11/2/2024,COD,3.8
ORD00873,T-Shirt,Clothing,16938.75,5,84693.75,2/29/2024,Debit Card,3.2
ORD00874,Dress,Clothing,2415.32,5,12076.6,9/24/2024,COD,3.2
ORD00875,Hair Dryer,Beauty,49127.14,3,147381.42,8/31/2024,UPI,1
ORD00876,Jacket,Clothing,1416.84,3,4250.52,6/7/2024,Net Banking,1.8
ORD00877,Hair Dryer,Beauty,21112.13,3,63336.39,8/22/2024,UPI,1.9
ORD00878,Lipstick,Beauty,13061.91,5,65309.55,10/24/2024,Debit Card,1.9
ORD00879,Self-Help Book,Books,7465.89,5,37329.45,3/28/2024,Debit Card,4.4
ORD00880,Fiction Novel,Books,38005.05,1,38005.05,1/1/2025,UPI,4
ORD00881,T-Shirt,Clothing,42307.18,5,211535.9,8/21/2024,COD,4.1
ORD00882,Mixer Grinder,Home & Kitchen,28727.4,3,86182.2,5/22/2024,COD,4.7
ORD00883,Hair Dryer,Beauty,8465.28,3,25395.84,12/12/2024,Credit Card,1.8
ORD00884,Cookbook,Books,17194.75,3,51584.25,5/15/2024,Wallet,1.9
ORD00885,Sneakers,Clothing,26550.66,4,106202.64,3/9/2024,COD,3.3
ORD00886,Educational Book,Books,24335.78,4,97343.12,4/9/2024,UPI,3.1
ORD00887,Sofa Cover,Home & Kitchen,17308.52,1,17308.52,10/29/2024,Net Banking,2.2
ORD00888,Laptop,Electronics,18097.79,1,18097.79,5/22/2024,Net Banking,3.8
ORD00889,Cookbook,Books,45792.57,2,91585.14,6/10/2024,Credit Card,3.1
ORD00890,Hair Dryer,Beauty,35879.79,4,143519.16,3/2/2024,UPI,4.4
ORD00891,Cookware Set,Home & Kitchen,16158.74,3,48476.22,8/24/2024,COD,4.2
ORD00892,Jeans,Clothing,15387.4,1,15387.4,3/3/2024,UPI,4.2
ORD00893,Fiction Novel,Books,11134.83,5,55674.15,10/9/2024,Net Banking,3.2
ORD00894,Face Cream,Beauty,49835.85,3,149507.55,9/2/2024,Credit Card,4.5
ORD00895,Tablet,Electronics,1002.29,1,1002.29,1/8/2025,UPI,1.4
ORD00896,Headphones,Electronics,26448.24,4,105792.96,7/20/2024,Net Banking,1.2
ORD00897,Lipstick,Beauty,30650.46,5,153252.3,9/12/2024,Net Banking,1.6
ORD00898,Mixer Grinder,Home & Kitchen,31978.03,2,63956.06,5/19/2024,Credit Card,3.7
ORD00899,Dress,Clothing,45516.21,1,45516.21,7/19/2024,UPI,1
ORD00900,Comic Book,Books,31922.03,1,31922.03,5/21/2024,Net Banking,2.5
ORD00901,Lipstick,Beauty,3481.52,3,10444.56,8/4/2024,Net Banking,1.1
ORD00902,Table Lamp,Home & Kitchen,27507.36,4,110029.44,9/14/2024,Credit Card,4.5
ORD00903,Table Lamp,Home & Kitchen,34870.12,5,174350.6,1/23/2025,Debit Card,2.7
ORD00904,Table Lamp,Home & Kitchen,11540.73,1,11540.73,8/8/2024,Wallet,3.6
ORD00905,Laptop,Electronics,2926.8,4,11707.2,2/19/2024,Credit Card,2.3
ORD00906,Educational Book,Books,37341.95,2,74683.9,10/2/2024,Debit Card,4.8
ORD00907,Table Lamp,Home & Kitchen,30100.73,1,30100.73,3/1/2024,UPI,1.7
ORD00908,Jeans,Clothing,4442.1,3,13326.3,3/29/2024,Debit Card,2.8
ORD00909,Bedsheet,Home & Kitchen,18657.99,5,93289.95,1/2/2025,Net Banking,1.7
ORD00910,Shampoo,Beauty,41402.76,1,41402.76,7/10/2024,Credit Card,3.2
ORD00911,Educational Book,Books,49796.61,1,49796.61,10/25/2024,COD,4.1
ORD00912,Perfume,Beauty,32712.91,2,65425.82,5/3/2024,Net Banking,4.2
ORD00913,Face Cream,Beauty,26281.98,1,26281.98,6/24/2024,Debit Card,4.3
ORD00914,Table Lamp,Home & Kitchen,30805.88,5,154029.4,6/15/2024,Credit Card,1.1
ORD00915,Dress,Clothing,9045.23,5,45226.15,7/4/2024,COD,4.6
ORD00916,Headphones,Electronics,16003.38,2,32006.76,9/13/2024,UPI,4.1
ORD00917,Jeans,Clothing,35139.53,1,35139.53,5/19/2024,Wallet,2.9
ORD00918,Fiction Novel,Books,13640.1,4,54560.4,4/10/2024,Wallet,3.3
ORD00919,Cookware Set,Home & Kitchen,5535.76,2,11071.52,2/4/2025,UPI,3.6
ORD00920,Mixer Grinder,Home & Kitchen,1039.11,4,4156.44,10/17/2024,Credit Card,3.8
